customer_identifier,customer_email,customer_name,term_start,term_end,status,billing_period,billing_interval,amount_per_period,customer_created,tax_inclusive,tax_rate
40676813-6b48-4183-9d78-1dac29f3c1104,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1105,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1106,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1107,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1108,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1109,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1110,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1111,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1112,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1113,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1114,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1115,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1116,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1117,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1118,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1119,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1120,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1121,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1122,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1123,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1124,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1125,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1126,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1127,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1128,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1129,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1130,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1131,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1132,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1133,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1134,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1135,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1136,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1137,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1138,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1139,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1140,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1141,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1142,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1143,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1144,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1145,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1146,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1147,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1148,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1149,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1150,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1151,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1152,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1153,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1154,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1155,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1156,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1157,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1158,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1159,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1160,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1161,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1162,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1163,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1164,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1165,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1166,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1167,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1168,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1169,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1170,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1171,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1172,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1173,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1174,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1175,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1176,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1177,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1178,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1179,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1180,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1181,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1182,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1183,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1184,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1185,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1186,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1187,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1188,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1189,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1190,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1191,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1192,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1193,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1194,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1195,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1196,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1197,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1198,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1199,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1200,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1201,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1202,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1203,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1204,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1205,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1206,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1207,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1208,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1209,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1210,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1211,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1212,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1213,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1214,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1215,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1216,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1217,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1218,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1219,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1220,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1221,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1222,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1223,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1224,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1225,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1226,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1227,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1228,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1229,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1230,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1231,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1232,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1233,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1234,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1235,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1236,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1237,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1238,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1239,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1240,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1241,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1242,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1243,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1244,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1245,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1246,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1247,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1248,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1249,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1250,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1251,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1252,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1253,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1254,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1255,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1256,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1257,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1258,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1259,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1260,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1261,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1262,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1263,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1264,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1265,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1266,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1267,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1268,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1269,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1270,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1271,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1272,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1273,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1274,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1275,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1276,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1277,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1278,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1279,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1280,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1281,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1282,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1283,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1284,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1285,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1286,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1287,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1288,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1289,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1290,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1291,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1292,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1293,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1294,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1295,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1296,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1297,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1298,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1299,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1300,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1301,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1302,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1303,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1304,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1305,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1306,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1307,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1308,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1309,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1310,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1311,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1312,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1313,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1314,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1315,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1316,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1317,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1318,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1319,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1320,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1321,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1322,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1323,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1324,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1325,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1326,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1327,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1328,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1329,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1330,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1331,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1332,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1333,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1334,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1335,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1336,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1337,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1338,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1339,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1340,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1341,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1342,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1343,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1344,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1345,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1346,,,,,,,,,,,
